唯一編碼,來源系統,來源系統縮寫,文件原系統頁面URL,題名,檔案類型,書卷名,類目階層,原始時間記錄,西元年,起始時間,結束時間,相關人員,相關組織,關鍵詞,摘要/全文,,機場標籤,會議主席,提案議員,相關議員,機關,相關機關
AHTWH-238-502011004,國史館臺灣文獻館典藏管理系統,AHTWH,,省主席黃杰：高雄小港機場擴建，需拆除民房一棟，住戶向法院控訴，初審縣府敗訴。總統在本次常會中，曾就本案提示小港機場擴建為國際機場乃係政府之政策，法令之制定須依據政策，並非一成不變者，法院之裁判不可置政府政策於不顧，並面囑司法行政部對本案第二審之判決加以注意。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0110,1968-03-18~1968-03-31,1968,1968-03-18,1968-03-31,,,,省主席黃杰：高雄小港機場擴建，需拆除民房一棟，住戶向法院控訴，初審縣府敗訴。總統在本次常會中，曾就本案提示小港機場擴建為國際機場乃係政府之政策，法令之制定須依據政策，並非一成不變者，法院之裁判不可置政府政策於不顧，並面囑司法行政部對本案第二審之判決加以注意。,,小港機場,,,,,
AHTWH-238-502011029,國史館臺灣文獻館典藏管理系統,AHTWH,,教育廳廳長潘振球報告：計劃新成立之省立高中建校用地，經赴各處實地勘查，一般情況尚稱良好，惟旗山、美濃兩鎮設校，地方人士意見分歧，正洽請高雄縣議長協調中，又鹿港中學如利用機場廢地，風沙較大，且地上物補償費較高，亦嫌浪費，故尚未作最後決定。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0110,1968-03-18~1968-03-31,1968,1968-03-18,1968-03-31,,,,教育廳廳長潘振球報告：計劃新成立之省立高中建校用地，經赴各處實地勘查，一般情況尚稱良好，惟旗山、美濃兩鎮設校，地方人士意見分歧，正洽請高雄縣議長協調中，又鹿港中學如利用機場廢地，風沙較大，且地上物補償費較高，亦嫌浪費，故尚未作最後決定。,,利用機場,,,,,
AHTWH-238-502011108,國史館臺灣文獻館典藏管理系統,AHTWH,,省主席黃杰：中華航空公司董事長徐煥昇來告：該公司使用之臺東機場，茲因原使用之C47型飛機均將更易新型，飛機跑道至少需六千公尺，機場擴建工程民航局已列有預算，但需收購土地，希望臺灣省政府有關單位多予協助。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0111,1968-03-25~1968-03-31,1968,1968-03-25,1968-03-31,,,,省主席黃杰：中華航空公司董事長徐煥昇來告：該公司使用之臺東機場，茲因原使用之C47型飛機均將更易新型，飛機跑道至少需六千公尺，機場擴建工程民航局已列有預算，但需收購土地，希望臺灣省政府有關單位多予協助。,,臺東機場,,,,,
AHTWH-238-502011205,國史館臺灣文獻館典藏管理系統,AHTWH,,省主席黃杰：三月三十日參加臺澎地區聯合作戰第十次省級會報，其重要議程為：1.運用各級聯戰會報動員有關機構協力完成輔選任務案；2.響應總統復興中華文化號召，加強文化作戰，鞏固基層組織案；3.請撤銷臺實、萬豐、三金礦業設在陽明山採礦權；4.臺澎地區聯戰組織支援陸軍防衛作戰；5.磐安演習黨政配合演習計畫大綱案；6.大直要塞堡壘地帶及松山機場禁限建案；7.請統一規定縣市政府聯戰業務由何部門主管案。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0112,1968-04-02~1968-04-30,1968,1968-04-02,1968-04-30,,,,省主席黃杰：三月三十日參加臺澎地區聯合作戰第十次省級會報，其重要議程為：1.運用各級聯戰會報動員有關機構協力完成輔選任務案；2.響應總統復興中華文化號召，加強文化作戰，鞏固基層組織案；3.請撤銷臺實、萬豐、三金礦業設在陽明山採礦權；4.臺澎地區聯戰組織支援陸軍防衛作戰；5.磐安演習黨政配合演習計畫大綱案；6.大直要塞堡壘地帶及松山機場禁限建案；7.請統一規定縣市政府聯戰業務由何部門主管案。,,松山機場,,,,,
AHTWH-238-502011438,國史館臺灣文獻館典藏管理系統,AHTWH,,交通處處長陳聲簧報告：奉指示協助收購臺東機場擴建需要土地，經派員與中華航空公司接洽，據該公司主任秘書顧彭年告知，臺東機場現有跑道長度為一千二百公尺，預計使用新機之跑道長度應為一千七百公尺，計需延長五百公尺，所需經費民航局已編列預算，正報請行政院核示中，一俟核准，當再洽請本處協助收購所需土地。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0114,1968-04-15~1968-04-30,1968,1968-04-15,1968-04-30,,,,交通處處長陳聲簧報告：奉指示協助收購臺東機場擴建需要土地，經派員與中華航空公司接洽，據該公司主任秘書顧彭年告知，臺東機場現有跑道長度為一千二百公尺，預計使用新機之跑道長度應為一千七百公尺，計需延長五百公尺，所需經費民航局已編列預算，正報請行政院核示中，一俟核准，當再洽請本處協助收購所需土地。,,臺東機場,,,,,
AHTWH-238-502011532,國史館臺灣文獻館典藏管理系統,AHTWH,,建設廳廳長林永樑報告：提報高雄市中山路通小港國際機場幹道趕建計畫(資料已另分送)。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0115,1968-04-23~1968-04-30,1968,1968-04-23,1968-04-30,,,,建設廳廳長林永樑報告：提報高雄市中山路通小港國際機場幹道趕建計畫(資料已另分送)。,,國際機場,,,,,
AHTWH-238-502011939,國史館臺灣文獻館典藏管理系統,AHTWH,,建設廳廳長林永樑報告：通往小港國際機場之道路工程，據簽報高雄市內中山路自中正路至三多路段設計已完成，經費亦有&#30528;落，已將動工。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0119,1968-05-27~1968-05-31,1968,1968-05-27,1968-05-31,,,,建設廳廳長林永樑報告：通往小港國際機場之道路工程，據簽報高雄市內中山路自中正路至三多路段設計已完成，經費亦有&#30528;落，已將動工。,,國際機場,,,,,
AHTWH-238-502012135,國史館臺灣文獻館典藏管理系統,AHTWH,,臺灣省政府秘書長徐鼐報告：有關臺灣省政府衛生處成立防疫局及藥品食物局案，內政部於本(六)月六日邀約有關單位會商，決議：1.藥品食物局改為藥物食品檢驗局準予成立；2.防疫局准予成立；3.臺北市要求松山機場臺北航空檢易所移由該市接管，經決定由內政部收回自辦。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0121,1968-06-10~1968-06-30,1968,1968-06-10,1968-06-30,,,,臺灣省政府秘書長徐鼐報告：有關臺灣省政府衛生處成立防疫局及藥品食物局案，內政部於本(六)月六日邀約有關單位會商，決議：1.藥品食物局改為藥物食品檢驗局準予成立；2.防疫局准予成立；3.臺北市要求松山機場臺北航空檢易所移由該市接管，經決定由內政部收回自辦。,,松山機場,,,,,
AHTWH-238-502012236,國史館臺灣文獻館典藏管理系統,AHTWH,,交通處處長陳聲簧報告：新闢高雄市至小港國際機場道路案，原奉指示以收費道路方式由公路局主辦。惟經與中央有關單位協調，認為本路既為工業區主要幹道，且全程僅四公里，車行三分鐘可達，不宜收費，建議重加考慮。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0122,1968-06-17~1968-06-30,1968,1968-06-17,1968-06-30,,,,交通處處長陳聲簧報告：新闢高雄市至小港國際機場道路案，原奉指示以收費道路方式由公路局主辦。惟經與中央有關單位協調，認為本路既為工業區主要幹道，且全程僅四公里，車行三分鐘可達，不宜收費，建議重加考慮。,,國際機場,,,,,
AHTWH-238-502012319,國史館臺灣文獻館典藏管理系統,AHTWH,,省主席黃杰：澎湖縣長蔣祖武報告：本(六)月十日總統曾蒞澎湖，事前無人知悉，抵達馬公機場，空軍指揮官始迎接，總統乘吉甫赴馬公鎮，沿途道路不良，固有多項指示。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0123,1968-06-24~1968-06-30,1968,1968-06-24,1968-06-30,,,,省主席黃杰：澎湖縣長蔣祖武報告：本(六)月十日總統曾蒞澎湖，事前無人知悉，抵達馬公機場，空軍指揮官始迎接，總統乘吉甫赴馬公鎮，沿途道路不良，固有多項指示。,,馬公機場,,,,,
AHTWH-238-502012506,國史館臺灣文獻館典藏管理系統,AHTWH,,省主席黃杰：昨日赴日月潭，以下各項問題，希從速研究處理：1.土城至埔里段道路坍方；2.日月潭機場完工後，四週積土，應作妥善處置；3.文武廟須行拆遷；4.公路兩側坡度不可過陡，須保持十至十五度，以便植草而利水土保持。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0125,1968-07-08~1968-07-31,1968,1968-07-08,1968-07-31,,,,省主席黃杰：昨日赴日月潭，以下各項問題，希從速研究處理：1.土城至埔里段道路坍方；2.日月潭機場完工後，四週積土，應作妥善處置；3.文武廟須行拆遷；4.公路兩側坡度不可過陡，須保持十至十五度，以便植草而利水土保持。,,月潭機場,,,,,
AHTWH-238-502012526,國史館臺灣文獻館典藏管理系統,AHTWH,,交通處處長陳聲簧報告：為臺北市升格後，本(五十七)年度臺北國際機場旅客服務中心補助費應否依照往例繼續補助，擬改用以補助將來小港國際機場成立後之旅客服務中心經費。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0125,1968-07-08~1968-07-31,1968,1968-07-08,1968-07-31,,,,交通處處長陳聲簧報告：為臺北市升格後，本(五十七)年度臺北國際機場旅客服務中心補助費應否依照往例繼續補助，擬改用以補助將來小港國際機場成立後之旅客服務中心經費。,,國際機場,,,,,
AHTWH-238-502012927,國史館臺灣文獻館典藏管理系統,AHTWH,,臺灣省政府秘書長徐鼐報告：高雄小港機場道路，總統限令明年九月底前通車，希建設廳加緊規劃，早日動工。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0129,1968-08-26~1968-08-31,1968,1968-08-26,1968-08-31,,,,臺灣省政府秘書長徐鼐報告：高雄小港機場道路，總統限令明年九月底前通車，希建設廳加緊規劃，早日動工。,,小港機場,,,,,
AHTWH-238-502013114,國史館臺灣文獻館典藏管理系統,AHTWH,,省主席黃杰：臺中市大雅路拓寬工程，由公共工程局承辦，已拓寬至該室都市計畫線，由此線至水湳段應由公路局負責。又自機場銜接大雅路段亦待整理。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0131,1968-09-17~1968-09-30,1968,1968-09-17,1968-09-30,,,,省主席黃杰：臺中市大雅路拓寬工程，由公共工程局承辦，已拓寬至該室都市計畫線，由此線至水湳段應由公路局負責。又自機場銜接大雅路段亦待整理。,,又自機場,,,,,
AHTWH-238-502013328,國史館臺灣文獻館典藏管理系統,AHTWH,,交通處處長陳聲簧報告：澎湖機場至馬公道路奉總統指示須加整建，需工程及征地費用360萬元，擬在五十八年度預備金項下辦理追加。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0133,1968-10-01~1968-10-31,1968,1968-10-01,1968-10-31,,,,交通處處長陳聲簧報告：澎湖機場至馬公道路奉總統指示須加整建，需工程及征地費用360萬元，擬在五十八年度預備金項下辦理追加。,,澎湖機場,,,,,
AHTWH-238-502013437,國史館臺灣文獻館典藏管理系統,AHTWH,,交通處處長陳聲簧報告：臺北國際機場服務中心，已協調由民航局於五十八年一月接辦。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0134,1968-10-07~1968-10-31,1968,1968-10-07,1968-10-31,,,,交通處處長陳聲簧報告：臺北國際機場服務中心，已協調由民航局於五十八年一月接辦。,,國際機場,,,,,
AHTWH-238-502013708,國史館臺灣文獻館典藏管理系統,AHTWH,,黃杰主席：據新竹縣長劉榭燻面報，空軍總部為實施鵬程計畫第1期工程，需用香山鄉揚寮、虎子山、漫水等地段民地35公頃，居民需搬遷數十戶，有關地界勘測，地價及地上物查估、協議補償等項，責重事繁，應仿五十年間新竹機場擴建成例，由空軍派員組織委員會主持其事，縣政府居於協助地位較易為力，希民政廳、社會處、警務處、儘量協助。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0137,1968-11-04~1968-11-30,1968,1968-11-04,1968-11-30,,,,黃杰主席：據新竹縣長劉榭燻面報，空軍總部為實施鵬程計畫第1期工程，需用香山鄉揚寮、虎子山、漫水等地段民地35公頃，居民需搬遷數十戶，有關地界勘測，地價及地上物查估、協議補償等項，責重事繁，應仿五十年間新竹機場擴建成例，由空軍派員組織委員會主持其事，縣政府居於協助地位較易為力，希民政廳、社會處、警務處、儘量協助。,,新竹機場,,,,,
AHTWH-238-502014024,國史館臺灣文獻館典藏管理系統,AHTWH,,建設廳廳長柯丁選：修建小港機場道路案，若干問題尚待與有關單位作進一步協調。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0140,1968-12-02~1968-12-31,1968,1968-12-02,1968-12-31,,,,建設廳廳長柯丁選：修建小港機場道路案，若干問題尚待與有關單位作進一步協調。,,小港機場,,,,,
AHTWH-238-502014109,國史館臺灣文獻館典藏管理系統,AHTWH,,黃杰主席：行政院於十二月五日由政務委員會陳雪屏召集相關單位首長，討論小港國際機場問題，省府由公共工程局長王章清代表出席，會商決定：1、經費中央與省各半負擔；2、經費有著即行開工。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0141,1968-12-09~1968-12-31,1968,1968-12-09,1968-12-31,,,,黃杰主席：行政院於十二月五日由政務委員會陳雪屏召集相關單位首長，討論小港國際機場問題，省府由公共工程局長王章清代表出席，會商決定：1、經費中央與省各半負擔；2、經費有著即行開工。,,國際機場,,,,,
AHTWH-238-502014203,國史館臺灣文獻館典藏管理系統,AHTWH,,黃杰主席：行政院第1099次會議與省府有關案件：1、經濟合作發展委員會會議簡報表；2、內政部呈擬林口特定區範圍內土地移轉及設定負擔限制要點草案，請核議；3、中央各機關國有眷舍房地處理辦法草案；4、交通部呈院為擬自五十八年一月一日起開放高雄機場為國際機場，並撤銷臺南技術降落站案；5、中國航運公司中山號浮塢，將於五十九年四月拖回高雄港使用案。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0142,1968-12-16~1968-12-31,1968,1968-12-16,1968-12-31,,,,黃杰主席：行政院第1099次會議與省府有關案件：1、經濟合作發展委員會會議簡報表；2、內政部呈擬林口特定區範圍內土地移轉及設定負擔限制要點草案，請核議；3、中央各機關國有眷舍房地處理辦法草案；4、交通部呈院為擬自五十八年一月一日起開放高雄機場為國際機場，並撤銷臺南技術降落站案；5、中國航運公司中山號浮塢，將於五十九年四月拖回高雄港使用案。,,高雄機場,,,,,
AHTWH-238-502014302,國史館臺灣文獻館典藏管理系統,AHTWH,,黃杰主席：行政院第1099次會議與省府有關案件決議：1、內政部呈擬林口特定區範圍內土地移轉及設定案；2、中央各機關國有眷舍房地處理辦法草案請核議案；3、興建由高雄市區通往小港機場道路問題案審查結論；4、經濟合作發展委員會呈為中國航運公司中山號浮塢將於五十九年四月拖回高雄港使用案；5、交通部呈為擬自五十八年元月一日起開放高雄機場為國際機場案。,件,,臺灣省政府委員會議/首長會議/民國57年(1968)/會次0143,1968-12-23~1968-12-31,1968,1968-12-23,1968-12-31,,,,黃杰主席：行政院第1099次會議與省府有關案件決議：1、內政部呈擬林口特定區範圍內土地移轉及設定案；2、中央各機關國有眷舍房地處理辦法草案請核議案；3、興建由高雄市區通往小港機場道路問題案審查結論；4、經濟合作發展委員會呈為中國航運公司中山號浮塢將於五十九年四月拖回高雄港使用案；5、交通部呈為擬自五十八年元月一日起開放高雄機場為國際機場案。,,小港機場,,,,,
